,id,campaign_id,coupon_id,customer_id,redemption_status,recency,history,used_discount,used_bogo,is_referral,channel,offer,conversion
4446,7404,11,658,1531,1,4,281.77,0,1,0,Phone,Discount,0
4447,7405,8,45,1101,1,2,1000.78,1,1,1,Web,No Offer,0
4448,7407,8,882,917,1,8,536.31,1,0,1,Phone,Discount,0
4449,7408,8,554,352,1,4,122.2,0,1,1,Phone,Discount,0
4450,7411,8,283,1134,1,9,39.96,0,1,1,Phone,No Offer,0
4451,7412,13,992,1523,1,10,117.71,1,0,0,Web,Buy One Get One,0
4452,7415,5,1105,1464,1,6,81.04,0,1,0,Web,No Offer,0
4453,7418,13,26,1047,1,1,131.51,1,0,0,Web,Buy One Get One,0
4454,7419,13,610,1347,1,12,645.38,0,1,1,Phone,No Offer,0
4455,7420,13,679,1029,1,9,52.7,0,1,1,Phone,Buy One Get One,0
4456,7423,8,473,998,1,4,101.93,1,0,0,Phone,No Offer,0
4457,7427,8,89,73,1,10,100.67,0,1,0,Web,Buy One Get One,0
4458,7428,26,745,799,1,12,104.8,1,0,1,Phone,Buy One Get One,0
4459,7429,26,340,717,1,9,194.16,0,1,0,Phone,Discount,0
4460,7430,8,257,1431,1,5,254.83,1,0,0,Web,Buy One Get One,0
4461,7433,8,916,330,1,4,43.46,1,0,0,Web,Buy One Get One,0
4462,7434,8,532,624,1,1,332.18,1,1,0,Web,No Offer,0
4463,7437,13,588,819,1,10,302.1,0,1,0,Web,Discount,0
4464,7438,29,265,1398,1,5,248.32,0,1,1,Web,No Offer,0
4465,7440,13,731,1069,1,8,105.13,0,1,0,Phone,Discount,0
4466,7443,13,23,1142,1,2,662.85,0,1,1,Multichannel,No Offer,1
4467,7446,8,812,1565,1,10,282.14,0,1,0,Multichannel,Buy One Get One,0
4468,7447,30,733,1481,1,3,168.91,1,0,1,Phone,Discount,1
4469,7448,26,876,328,1,10,87.39,1,0,1,Web,Discount,0
4470,7449,8,658,1408,1,2,203.18,1,0,0,Phone,Discount,1
4471,7450,4,459,1549,1,7,223.96,1,0,0,Multichannel,Discount,0
4472,7453,26,451,1104,1,9,306.84,1,0,0,Web,Discount,1
4473,7454,13,21,248,1,4,487.77,0,1,0,Multichannel,Discount,0
4474,7455,8,1017,1315,1,8,847.25,0,1,1,Phone,Discount,0
4475,7460,30,331,635,1,9,103.14,0,1,1,Phone,No Offer,0
4476,7461,30,308,1041,1,1,69.17,1,0,0,Web,Discount,0
4477,7462,26,299,732,1,9,182.51,0,1,0,Phone,Buy One Get One,0
4478,7463,13,128,1141,1,1,195.31,1,0,0,Web,Discount,0
4479,7465,13,166,294,1,1,285.28,1,1,0,Phone,Discount,1
4480,7466,13,166,857,1,10,543.65,0,1,1,Phone,Buy One Get One,0
4481,7467,8,906,904,1,1,208.15,0,1,0,Multichannel,Buy One Get One,1
4482,7469,13,168,871,1,8,140.8,1,0,1,Phone,No Offer,0
4483,7470,13,719,1573,1,4,408.9,1,0,0,Web,Buy One Get One,0
4484,7471,8,74,538,1,7,166.87,1,0,1,Phone,Discount,0
4485,7474,8,911,1014,1,10,166.4,1,0,0,Phone,Buy One Get One,0
4486,7475,29,621,1006,1,9,190.57,0,1,0,Web,No Offer,0
4487,7477,26,1106,275,1,8,29.99,1,0,0,Phone,Buy One Get One,0
4488,7478,11,759,596,1,10,136.67,0,1,1,Phone,Buy One Get One,0
4489,7479,8,1059,859,1,1,324.42,1,0,0,Phone,Discount,0
4490,7481,6,677,1337,1,1,397.35,1,1,0,Multichannel,No Offer,0
4491,7483,5,967,44,1,2,366.24,1,1,0,Web,Discount,1
4492,7487,8,1084,1055,1,5,307.7,1,1,0,Phone,Discount,1
4493,7488,30,594,1012,1,10,751.37,1,1,1,Phone,Discount,0
4494,7489,8,45,327,1,7,29.99,1,0,0,Web,No Offer,0
4495,7491,30,794,957,1,3,29.99,0,1,0,Phone,Buy One Get One,0
4496,7493,8,70,930,1,7,291.57,0,1,1,Web,Discount,0
4497,7494,13,601,577,1,7,29.99,1,0,1,Phone,No Offer,0
4498,7496,29,982,363,1,1,450.12,0,1,0,Multichannel,Discount,0
4499,7497,9,520,753,1,12,52.58,1,0,1,Web,Buy One Get One,0
4500,7501,9,578,602,1,5,472.55,0,1,0,Phone,Buy One Get One,0
4501,7502,4,935,957,1,5,29.99,0,1,0,Web,Discount,1
4502,7503,10,1043,7,1,12,49.78,0,1,1,Phone,Buy One Get One,1
4503,7504,13,167,746,1,7,29.99,0,1,0,Phone,No Offer,0
4504,7505,8,293,1312,1,10,38.96,1,0,0,Phone,No Offer,0
4505,7506,13,885,1036,1,4,31.06,0,1,1,Web,No Offer,0
4506,7507,13,627,524,1,7,151.84,1,0,0,Web,Buy One Get One,0
4507,7509,29,715,131,1,2,266.46,1,1,1,Phone,Discount,0
4508,7510,5,1105,1134,1,6,96.05,0,1,0,Phone,Discount,0
4509,7511,10,732,1121,1,12,215.68,1,1,0,Web,Discount,0
4510,7512,5,689,709,1,11,29.99,1,0,1,Phone,Discount,0
4511,7513,8,922,1580,1,9,274.23,1,0,1,Multichannel,No Offer,0
4512,7518,8,90,911,1,11,164.39,1,0,0,Web,Buy One Get One,0
4513,7519,11,571,456,1,9,29.99,0,1,1,Phone,Buy One Get One,0
4514,7521,13,513,1050,1,10,50.35,0,1,0,Phone,Buy One Get One,0
4515,7522,8,741,628,1,9,43.13,0,1,0,Phone,Buy One Get One,0
4516,7523,13,850,541,1,6,73.77,0,1,1,Web,Buy One Get One,0
4517,7527,2,703,633,1,10,410.32,1,1,1,Multichannel,No Offer,0
4518,7530,11,1099,726,1,12,56.62,0,1,0,Phone,No Offer,0
4519,7531,9,989,179,1,9,510.92,0,1,1,Multichannel,Buy One Get One,0
4520,7533,13,134,1103,1,3,83.46,1,0,0,Phone,No Offer,0
4521,7536,8,1110,7,1,10,67.27,1,0,0,Web,Discount,1
4522,7540,7,691,379,1,6,29.99,1,0,1,Web,No Offer,0
4523,7541,26,979,1575,1,6,228.33,1,0,0,Web,Buy One Get One,0
4524,7542,8,465,1453,1,5,67.73,0,1,0,Phone,Buy One Get One,0
4525,7543,13,940,571,1,10,358.92,1,0,1,Phone,No Offer,0
4526,7545,13,679,1302,1,3,265.05,1,0,0,Phone,Discount,0
4527,7546,26,748,1387,1,7,29.99,0,1,0,Web,Discount,0
4528,7548,7,641,957,1,11,29.99,0,1,0,Phone,No Offer,0
4529,7549,8,89,216,1,1,104.23,1,0,0,Web,Buy One Get One,0
4530,7550,13,145,399,1,1,394.83,0,1,0,Web,No Offer,0
4531,7552,8,754,466,1,9,35.9,0,1,1,Web,Buy One Get One,0
4532,7553,29,3,334,1,5,29.99,1,0,0,Web,Buy One Get One,0
4533,7554,13,172,937,1,1,995.58,0,1,1,Web,No Offer,0
4534,7555,30,522,935,1,8,29.99,1,0,0,Phone,Discount,0
4535,7556,11,795,187,1,10,29.99,1,0,1,Web,Buy One Get One,0
4536,7557,8,654,1043,1,4,48.13,0,1,1,Web,Discount,0
4537,7559,8,747,1257,1,10,29.99,1,0,0,Web,Discount,1
4538,7560,4,591,208,1,10,345.18,0,1,1,Multichannel,Discount,0
4539,7561,8,424,1043,1,10,88.37,1,0,0,Web,No Offer,0
4540,7562,13,754,894,1,9,29.99,1,0,0,Phone,Buy One Get One,0
4541,7564,13,151,571,1,9,70.56,0,1,1,Phone,No Offer,0
4542,7565,29,985,586,1,2,109.43,0,1,1,Phone,Buy One Get One,1
4543,7566,13,510,533,1,10,29.99,0,1,1,Phone,Discount,0
4544,7567,8,481,166,1,11,103.33,0,1,0,Web,No Offer,0
4545,7568,13,135,1367,1,9,162.29,0,1,1,Phone,No Offer,0
4546,7570,8,470,1460,1,7,34.74,1,0,0,Phone,Buy One Get One,0
4547,7571,8,1110,1312,1,8,29.99,0,1,0,Phone,Discount,0
4548,7573,8,54,1433,1,9,255.32,0,1,1,Multichannel,Discount,0
4549,7575,8,62,228,1,3,29.99,1,0,1,Web,Buy One Get One,0
4550,7577,13,253,475,1,3,165.81,0,1,0,Phone,No Offer,0
4551,7578,13,149,382,1,1,391.73,0,1,0,Phone,Buy One Get One,0
4552,7581,8,68,418,1,3,414.15,1,0,0,Web,No Offer,0
4553,7582,8,45,756,1,6,168.36,1,0,0,Phone,Buy One Get One,0
4554,7583,8,1084,3,1,6,62.81,0,1,1,Phone,Discount,0
4555,7585,26,337,804,1,2,510.2,0,1,1,Phone,No Offer,0
4556,7586,13,172,169,1,10,725.33,1,1,1,Multichannel,No Offer,0
4557,7590,30,333,823,1,10,229.72,0,1,1,Web,No Offer,0
4558,7591,29,621,474,1,6,41.41,0,1,0,Phone,No Offer,0
4559,7592,30,529,141,1,12,946.14,1,1,1,Phone,Discount,1
4560,7594,13,1083,1392,1,5,518.63,0,1,1,Phone,Buy One Get One,0
4561,7596,8,906,212,1,9,34.72,0,1,0,Web,Discount,0
4562,7598,26,379,709,1,11,193.78,1,0,1,Phone,Buy One Get One,0
4563,7600,26,340,1192,1,10,105.81,1,0,1,Web,Buy One Get One,0
4564,7601,13,275,173,1,9,354.27,0,1,0,Phone,No Offer,0
4565,7603,29,982,1339,1,1,33.46,1,0,0,Phone,Discount,0
4566,7606,8,66,132,1,2,265.35,1,0,0,Web,Discount,1
4567,7607,4,895,324,1,10,120.11,1,0,0,Web,No Offer,0
4568,7610,13,273,1300,1,9,357.14,1,0,0,Multichannel,Buy One Get One,0
4569,7612,8,47,1321,1,2,444.03,1,0,1,Multichannel,Discount,0
4570,7614,13,418,1253,1,8,82.25,1,0,0,Phone,Discount,0
4571,7615,8,513,997,1,11,52.35,0,1,1,Web,Discount,0
4572,7617,8,554,675,1,5,29.99,0,1,0,Phone,Discount,0
4573,7618,13,556,814,1,10,29.99,0,1,0,Web,Discount,0
4574,7619,13,470,90,1,3,136.45,0,1,1,Phone,Buy One Get One,0
4575,7620,8,808,532,1,10,744.08,1,1,1,Multichannel,No Offer,0
4576,7621,8,82,181,1,9,29.99,1,0,1,Phone,No Offer,0
4577,7622,26,1093,588,1,2,86.08,0,1,0,Phone,Buy One Get One,0
4578,7626,8,622,518,1,8,111.55,1,0,1,Phone,No Offer,0
4579,7629,9,575,582,1,2,3345.93,1,1,1,Phone,No Offer,0
4580,7630,8,93,552,1,9,29.99,0,1,1,Web,Discount,0
4581,7633,13,167,1007,1,1,236.23,0,1,1,Phone,No Offer,0
4582,7634,30,576,1174,1,9,235.59,1,0,0,Web,Discount,0
4583,7636,9,535,484,1,3,103.46,1,0,0,Web,Buy One Get One,0
4584,7639,12,1063,1167,1,7,42.11,1,0,0,Web,No Offer,0
4585,7642,13,675,970,1,11,540.6,0,1,1,Multichannel,Discount,0
4586,7643,9,607,682,1,5,183.8,0,1,0,Web,No Offer,0
4587,7647,13,673,303,1,2,843.73,0,1,1,Web,No Offer,0
4588,7649,8,248,1015,1,8,1332.97,1,1,1,Multichannel,No Offer,0
4589,7650,13,513,1091,1,12,201.57,0,1,1,Web,Buy One Get One,0
4590,7652,13,951,60,1,4,125.73,0,1,1,Phone,Buy One Get One,0
4591,7653,29,443,1229,1,4,520.77,1,0,1,Web,No Offer,0
4592,7657,30,706,1376,1,3,105.09,1,0,0,Web,Buy One Get One,0
4593,7659,30,341,576,1,9,94.67,1,0,1,Web,Discount,0
4594,7661,8,772,1349,1,2,245.8,1,0,0,Multichannel,Buy One Get One,1
4595,7664,8,269,179,1,1,112.58,0,1,1,Phone,Discount,0
4596,7666,13,122,754,1,10,76.34,0,1,0,Web,Discount,0
4597,7670,9,520,1142,1,10,421.7,0,1,1,Phone,Buy One Get One,0
4598,7672,13,161,122,1,10,133.56,0,1,1,Web,No Offer,0
4599,7673,7,392,795,1,11,391.94,0,1,0,Web,No Offer,0
4600,7675,9,578,677,1,1,458.91,1,1,0,Multichannel,Discount,1
4601,7676,8,550,1126,1,4,240.35,0,1,0,Web,Discount,0
4602,7677,11,669,161,1,12,106.98,0,1,1,Web,Discount,0
4603,7682,13,673,38,1,11,245.46,1,0,0,Multichannel,No Offer,0
4604,7683,4,104,1460,1,3,64.21,1,0,1,Web,No Offer,0
4605,7684,13,513,461,1,11,39.62,1,0,0,Phone,Discount,1
4606,7686,9,635,537,1,3,335.52,1,0,0,Phone,No Offer,0
4607,7687,8,970,1348,1,3,387.84,1,0,1,Web,Buy One Get One,0
4608,7688,8,737,1398,1,4,90.36,0,1,1,Phone,Discount,1
4609,7690,26,337,865,1,9,33.25,1,0,0,Phone,Discount,0
4610,7692,29,785,184,1,1,208.03,1,0,0,Phone,Discount,0
4611,7693,30,260,561,1,8,79.34,0,1,0,Web,Buy One Get One,0
4612,7699,11,506,1394,1,3,1089.96,1,0,1,Multichannel,Buy One Get One,0
4613,7701,13,1031,995,1,6,29.99,1,0,0,Phone,No Offer,0
4614,7704,30,1001,583,1,2,29.99,1,0,0,Phone,Discount,0
4615,7706,8,970,1466,1,2,227.0,1,0,0,Web,Discount,0
4616,7707,13,153,1323,1,1,88.52,0,1,1,Web,Discount,0
4617,7708,30,794,117,1,10,303.01,0,1,0,Phone,Discount,0
4618,7709,27,864,1378,1,2,29.99,1,0,0,Phone,No Offer,0
4619,7711,13,982,808,1,6,737.69,1,0,1,Web,No Offer,0
4620,7712,13,766,1053,1,9,29.99,0,1,0,Web,Buy One Get One,0
4621,7714,10,280,1477,1,9,370.96,1,1,1,Web,Discount,0
4622,7715,8,11,1312,1,6,438.26,1,1,1,Multichannel,Discount,1
4623,7716,5,1043,1103,1,8,93.91,0,1,0,Phone,Buy One Get One,0
4624,7717,13,465,1500,1,9,112.38,0,1,1,Web,Buy One Get One,0
4625,7719,30,666,588,1,1,114.05,1,0,1,Web,Buy One Get One,0
4626,7722,2,347,437,1,9,265.65,0,1,1,Multichannel,No Offer,0
4627,7724,13,148,189,1,3,119.97,0,1,0,Web,Discount,0
4628,7728,5,1043,1343,1,1,29.99,0,1,1,Web,Discount,0
4629,7731,26,356,874,1,8,73.73,1,0,1,Phone,Buy One Get One,0
4630,7732,26,876,234,1,2,589.41,0,1,1,Phone,Discount,0
4631,7735,12,572,1331,1,12,107.71,1,0,0,Web,Discount,0
4632,7736,13,136,1200,1,3,64.37,0,1,1,Phone,Discount,0
4633,7737,13,162,933,1,9,324.84,0,1,1,Multichannel,Discount,0
4634,7739,10,934,302,1,12,34.19,1,0,1,Web,Buy One Get One,0
4635,7740,13,1108,746,1,2,403.51,1,0,0,Phone,Buy One Get One,0
4636,7741,29,448,863,1,12,81.61,1,0,1,Phone,No Offer,1
4637,7747,8,805,704,1,1,503.94,1,0,1,Phone,Buy One Get One,0
4638,7748,13,681,1159,1,6,29.99,0,1,0,Web,No Offer,0
4639,7749,8,449,696,1,3,29.99,1,0,0,Phone,Buy One Get One,0
4640,7750,13,154,828,1,11,106.99,0,1,0,Phone,Buy One Get One,0
4641,7753,8,14,108,1,1,122.28,0,1,0,Phone,Discount,1
4642,7754,13,122,615,1,3,572.57,1,0,1,Web,Discount,0
4643,7756,5,934,1466,1,3,34.37,1,0,1,Web,Discount,0
4644,7760,29,715,363,1,5,156.8,1,0,0,Web,Discount,0
4645,7761,9,788,1319,1,10,92.13,0,1,1,Phone,Buy One Get One,0
4646,7764,8,285,303,1,3,105.68,1,0,1,Phone,Buy One Get One,0
4647,7765,8,672,135,1,2,29.99,0,1,0,Web,Buy One Get One,0
4648,7766,8,67,765,1,1,307.23,1,0,0,Multichannel,Buy One Get One,0
4649,7768,5,934,698,1,6,227.98,0,1,0,Multichannel,Discount,0
4650,7769,30,294,1473,1,10,112.83,1,0,0,Phone,Buy One Get One,0
4651,7770,8,433,1194,1,10,941.14,1,1,1,Multichannel,Discount,0
4652,7774,11,913,750,1,1,109.46,0,1,1,Web,Discount,0
4653,7776,9,105,1505,1,1,441.95,0,1,0,Multichannel,Buy One Get One,1
4654,7777,8,928,1474,1,3,365.28,1,0,1,Web,Buy One Get One,0
4655,7781,13,512,64,1,6,98.7,0,1,0,Web,Buy One Get One,0
4656,7783,26,854,713,1,10,138.61,0,1,1,Phone,Buy One Get One,0
4657,7784,5,1043,1366,1,4,260.48,1,0,0,Web,No Offer,0
4658,7786,13,508,944,1,7,63.36,0,1,0,Phone,No Offer,0
4659,7789,13,1065,993,1,9,57.54,0,1,1,Web,No Offer,0
4660,7790,29,1081,784,1,10,181.0,1,0,1,Web,Discount,0
4661,7791,30,438,1333,1,1,738.87,1,1,1,Multichannel,No Offer,0
4662,7794,12,109,578,1,3,113.44,1,0,1,Phone,Buy One Get One,0
4663,7796,10,280,1368,1,6,68.89,1,0,0,Phone,No Offer,0
4664,7800,13,987,432,1,9,567.74,0,1,1,Phone,No Offer,0
4665,7801,30,754,93,1,3,29.99,1,0,1,Web,Buy One Get One,0
4666,7802,5,934,802,1,6,29.99,0,1,1,Phone,Discount,0
4667,7804,29,896,363,1,11,74.75,1,0,1,Web,No Offer,0
4668,7807,12,705,508,1,3,105.57,1,0,0,Web,Buy One Get One,0
4669,7810,4,16,1071,1,10,35.17,0,1,0,Web,Buy One Get One,0
4670,7815,11,1012,595,1,10,85.87,0,1,0,Web,No Offer,0
4671,7816,7,641,1451,1,7,124.95,1,0,1,Web,Buy One Get One,0
4672,7821,26,790,1029,1,3,470.27,0,1,0,Phone,Buy One Get One,0
4673,7822,8,782,386,1,1,558.84,1,0,1,Multichannel,No Offer,0
4674,7824,13,413,705,1,4,75.5,0,1,1,Phone,No Offer,0
4675,7828,4,591,1231,1,3,278.48,0,1,0,Phone,No Offer,0
4676,7829,29,643,23,1,2,652.26,0,1,1,Web,Buy One Get One,0
4677,7830,8,85,859,1,1,796.71,1,0,1,Phone,No Offer,1
4678,7831,29,243,23,1,7,308.79,0,1,1,Phone,No Offer,0
4679,7832,4,860,1398,1,1,253.06,0,1,1,Web,Buy One Get One,1
4680,7834,29,448,181,1,10,239.96,1,1,0,Phone,No Offer,0
4681,7835,11,795,1216,1,9,215.4,1,1,1,Web,Discount,0
4682,7836,13,694,310,1,10,148.34,0,1,0,Phone,No Offer,0
4683,7837,13,1108,1097,1,7,29.99,1,0,0,Phone,No Offer,0
4684,7843,13,148,702,1,10,735.91,1,1,1,Multichannel,No Offer,0
4685,7845,11,913,395,1,3,170.29,0,1,1,Web,Discount,0
4686,7846,13,142,506,1,4,403.51,1,0,0,Multichannel,No Offer,0
4687,7847,8,285,1218,1,1,443.37,0,1,0,Multichannel,Discount,0
4688,7850,11,571,127,1,5,221.27,1,0,0,Phone,Discount,0
4689,7851,13,482,1072,1,12,238.29,1,0,0,Multichannel,Buy One Get One,0
4690,7853,13,26,708,1,4,420.8,0,1,0,Phone,Discount,0
4691,7855,30,439,840,1,7,104.35,0,1,0,Web,No Offer,0
4692,7857,8,383,672,1,2,29.99,0,1,0,Web,No Offer,1
4693,7858,4,935,1314,1,6,57.12,1,0,0,Phone,Discount,1
4694,7860,30,318,460,1,4,152.45,1,0,0,Phone,No Offer,0
4695,7861,13,940,202,1,9,96.24,1,0,0,Web,Buy One Get One,1
4696,7866,8,1002,1297,1,1,1215.3,0,1,1,Web,No Offer,0
4697,7870,8,83,1004,1,2,104.87,0,1,0,Phone,No Offer,0
4698,7871,8,623,776,1,12,68.94,1,0,0,Web,Buy One Get One,0
4699,7878,26,610,82,1,1,829.7,1,1,1,Phone,No Offer,0
4700,7880,8,481,672,1,8,141.91,1,0,0,Web,Buy One Get One,0
4701,7881,10,280,520,1,10,358.08,1,0,0,Multichannel,Buy One Get One,0
4702,7883,8,7,661,1,10,286.95,1,0,1,Phone,Buy One Get One,0
4703,7886,8,470,851,1,5,136.22,1,0,1,Web,No Offer,0
4704,7889,8,288,520,1,5,213.55,1,0,0,Phone,No Offer,0
4705,7891,13,766,1115,1,2,377.56,1,1,1,Phone,Discount,0
4706,7892,8,598,544,1,1,577.34,1,0,1,Phone,No Offer,0
4707,7894,13,147,968,1,8,29.99,1,0,1,Phone,No Offer,0
4708,7895,13,161,286,1,11,253.34,0,1,1,Phone,No Offer,0
4709,7900,13,122,1258,1,2,343.76,1,0,0,Phone,Buy One Get One,0
4710,7901,13,120,926,1,3,143.01,0,1,0,Phone,No Offer,0
4711,7902,4,791,748,1,3,219.26,0,1,0,Phone,No Offer,0
4712,7904,29,265,992,1,10,163.1,0,1,0,Phone,Discount,0
4713,7905,13,154,1016,1,7,259.11,0,1,0,Web,Buy One Get One,0
4714,7907,13,154,108,1,4,253.87,1,1,0,Web,Discount,1
4715,7908,8,513,1396,1,4,146.4,1,0,0,Phone,Buy One Get One,0
4716,7911,7,687,793,1,2,597.68,1,0,1,Multichannel,Buy One Get One,0
4717,7912,29,1040,855,1,11,278.19,1,1,0,Web,Discount,0
4718,7913,8,50,37,1,1,117.14,0,1,1,Phone,Buy One Get One,0
4719,7915,30,686,1520,1,6,53.81,1,0,1,Web,No Offer,0
4720,7918,13,151,242,1,3,184.85,1,0,1,Phone,No Offer,0
4721,7919,11,910,1431,1,3,39.21,0,1,0,Web,Buy One Get One,0
4722,7920,29,538,825,1,10,60.58,1,0,1,Web,No Offer,0
4723,7921,8,77,225,1,9,89.06,1,0,1,Phone,Buy One Get One,0
4724,7922,26,298,1521,1,9,41.06,0,1,1,Phone,No Offer,0
4725,7923,8,544,127,1,2,368.12,1,0,1,Phone,No Offer,0
4726,7925,8,101,644,1,2,72.91,1,0,1,Web,No Offer,0
4727,7927,30,414,1191,1,7,29.99,1,0,1,Web,Discount,0
4728,7928,13,1059,620,1,9,29.99,1,0,1,Phone,Buy One Get One,0
4729,7931,13,26,227,1,4,235.62,1,0,1,Phone,No Offer,0
4730,7933,8,98,1371,1,10,29.99,0,1,1,Phone,Discount,0
4731,7934,9,105,1089,1,5,31.74,1,0,0,Web,Buy One Get One,0
4732,7935,13,120,804,1,2,1311.61,1,0,1,Multichannel,Discount,0
4733,7936,13,627,698,1,10,217.7,1,0,0,Multichannel,No Offer,1
4734,7938,4,591,297,1,1,324.67,1,1,0,Web,Buy One Get One,0
4735,7940,12,109,998,1,12,40.51,1,0,0,Web,No Offer,0
4736,7942,13,485,377,1,4,157.88,0,1,1,Phone,Buy One Get One,0
4737,7944,13,1033,1458,1,8,85.49,0,1,0,Phone,Buy One Get One,0
4738,7945,13,1047,138,1,2,100.93,1,0,0,Web,Buy One Get One,0
4739,7947,8,9,352,1,9,131.26,1,0,1,Web,Discount,0
4740,7948,30,341,711,1,8,29.99,1,0,1,Phone,Buy One Get One,0
4741,7951,13,467,1477,1,1,168.23,0,1,1,Web,No Offer,0
4742,7952,30,818,814,1,2,131.21,0,1,1,Web,Buy One Get One,0
4743,7954,8,806,479,1,9,126.04,0,1,1,Web,No Offer,0
4744,7957,29,873,1444,1,8,338.12,1,1,0,Web,Discount,0
4745,7960,13,467,149,1,12,29.99,0,1,1,Web,Buy One Get One,0
4746,7961,8,885,640,1,2,210.37,0,1,0,Web,No Offer,0
4747,7962,13,420,554,1,10,62.15,1,0,1,Web,Buy One Get One,1
4748,7964,8,983,17,1,2,263.63,1,1,1,Phone,No Offer,0
4749,7967,8,645,698,1,11,29.99,0,1,1,Phone,No Offer,0
4750,7968,12,496,655,1,5,29.99,0,1,1,Phone,Buy One Get One,0
4751,7969,26,963,265,1,5,357.84,1,0,0,Multichannel,Buy One Get One,0
4752,7970,29,1046,875,1,1,480.84,0,1,0,Multichannel,No Offer,0
4753,7971,29,873,865,1,10,102.47,0,1,0,Web,Discount,0
4754,7975,8,1084,1016,1,11,55.59,0,1,0,Web,Discount,0
4755,7976,30,646,989,1,8,96.53,1,0,0,Web,Buy One Get One,0
4756,7978,26,379,1467,1,10,29.99,1,0,1,Web,Discount,0
4757,7979,8,513,1027,1,1,29.99,1,0,1,Web,Discount,0
4758,7980,8,501,631,1,2,181.45,0,1,1,Phone,Buy One Get One,0
4759,7981,13,719,731,1,3,29.99,0,1,1,Web,Buy One Get One,0
4760,7982,8,269,209,1,11,29.99,0,1,1,Phone,Buy One Get One,0
4761,7984,12,1063,711,1,8,157.3,1,0,1,Phone,Buy One Get One,0
4762,7985,8,700,855,1,7,217.61,0,1,1,Web,No Offer,0
4763,7988,13,919,972,1,10,128.85,1,0,0,Web,Discount,0
4764,7989,8,1048,179,1,2,137.09,0,1,1,Web,Discount,0
4765,7991,8,806,1317,1,4,283.58,0,1,1,Phone,Buy One Get One,0
4766,7992,13,249,332,1,11,225.36,0,1,0,Phone,Discount,0
4767,7993,8,919,1388,1,5,273.77,1,0,1,Phone,Buy One Get One,0
4768,7994,8,920,1257,1,1,155.38,0,1,1,Phone,No Offer,0
4769,7996,13,113,417,1,1,331.06,1,0,0,Phone,No Offer,0
4770,7997,30,933,442,1,3,585.36,1,1,1,Multichannel,No Offer,0
4771,7998,12,779,905,1,10,56.08,0,1,1,Web,Discount,1
4772,7999,13,130,1314,1,12,60.38,1,0,1,Web,No Offer,0
4773,8000,7,986,222,1,7,410.71,1,0,0,Multichannel,No Offer,0
4774,8003,29,418,1467,1,9,85.56,1,0,0,Web,No Offer,0
4775,8004,12,107,552,1,9,152.62,1,0,1,Phone,Discount,0
4776,8005,11,1044,967,1,12,146.74,1,0,0,Phone,No Offer,0
4777,8007,9,989,677,1,2,54.8,0,1,0,Web,Discount,0
4778,8008,13,24,508,1,11,33.86,0,1,1,Web,No Offer,0
4779,8009,5,1105,711,1,1,267.52,1,0,0,Multichannel,Buy One Get One,1
4780,8010,26,335,1392,1,10,296.47,1,0,0,Multichannel,Buy One Get One,0
4781,8011,8,465,93,1,1,495.71,0,1,1,Phone,Discount,0
4782,8012,13,1047,915,1,9,316.25,0,1,0,Multichannel,No Offer,0
4783,8013,8,1059,254,1,3,530.89,1,1,1,Web,Discount,0
4784,8015,28,529,583,1,6,446.11,0,1,0,Phone,Buy One Get One,1
4785,8018,8,7,938,1,6,209.49,1,1,1,Web,Buy One Get One,0
4786,8019,10,934,633,1,10,45.54,0,1,1,Phone,No Offer,0
4787,8021,8,792,520,1,2,192.38,0,1,0,Web,No Offer,0
4788,8024,8,283,729,1,7,87.98,0,1,1,Phone,Discount,0
4789,8025,13,21,1523,1,2,659.99,1,1,1,Multichannel,Discount,1
4790,8026,8,656,276,1,6,91.26,0,1,1,Web,No Offer,0
4791,8027,13,850,1456,1,1,549.99,0,1,1,Phone,Buy One Get One,0
4792,8028,8,1045,992,1,7,584.72,1,1,1,Multichannel,No Offer,0
4793,8029,9,607,822,1,7,29.99,1,0,1,Web,Discount,0
4794,8030,30,712,797,1,6,69.95,1,0,0,Phone,Buy One Get One,0
4795,8031,13,20,1142,1,2,596.75,1,1,1,Multichannel,No Offer,0
4796,8034,9,535,1068,1,1,359.23,1,0,0,Phone,No Offer,0
4797,8036,29,445,1467,1,3,284.08,0,1,1,Web,No Offer,0
4798,8037,9,18,1384,1,11,43.76,0,1,0,Phone,Buy One Get One,0
4799,8038,13,406,159,1,4,390.55,1,0,1,Web,No Offer,0
4800,8039,8,98,208,1,1,118.74,0,1,1,Web,Discount,0
4801,8041,13,485,299,1,11,47.17,1,0,0,Phone,No Offer,0
4802,8042,30,269,1415,1,2,158.49,1,0,1,Web,No Offer,0
4803,8043,8,470,1095,1,3,187.54,1,0,1,Phone,Discount,0
4804,8044,29,3,490,1,5,315.22,0,1,0,Web,Buy One Get One,0
4805,8049,5,663,958,1,9,29.99,0,1,0,Web,Discount,1
4806,8050,8,928,742,1,11,41.34,1,0,1,Phone,Discount,0
4807,8057,26,609,1472,1,3,146.55,1,0,1,Phone,Discount,0
4808,8058,30,439,592,1,2,29.99,0,1,1,Phone,Buy One Get One,0
4809,8060,13,120,1311,1,10,294.37,1,0,1,Multichannel,Buy One Get One,0
4810,8061,13,473,724,1,8,29.99,1,0,1,Phone,No Offer,0
4811,8062,13,1033,1316,1,1,53.56,0,1,1,Web,Buy One Get One,0
